name,manufacturer,approval_status,generic_name,brand_price,generic_price
FIORINAL W/CODEINE,ALLERGAN SALES LLC,Approved,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,0,0
EPIPEN,MYLAN SPECLT,Approved,EPINEPHRINE,0,0
EPIPEN JR.,MYLAN SPECLT,Approved,EPINEPHRINE,0,0
EPIPEN E Z PEN,MYLAN SPECLT,Approved,EPINEPHRINE,0,0
EPI E Z PEN JR,MYLAN SPECLT,Approved,EPINEPHRINE,0,0
SPECTAMINE,IMP,Approved,IOFETAMINE HYDROCHLORIDE I-123,0,0
TAGAMET HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GLAXOSMITHKLINE,Approved,CIMETIDINE HYDROCHLORIDE,0,0
NIX,GLAXOSMITHKLINE,Approved,PERMETHRIN,0,0
PRIMACOR,SANOFI AVENTIS US,Approved,MILRINONE LACTATE,0,0
AMINOSYN II 10% W/ ELECTROLYTES,HOSPIRA,Approved,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",0,0
AMINOSYN II 8.5% W/ ELECTROLYTES,HOSPIRA,Approved,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",0,0
AMINOSYN II 7% W/ ELECTROLYTES,HOSPIRA,Approved,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",0,0
AMINOSYN II 3.5% M,HOSPIRA,Approved,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",0,0
AMINOSYN II 3.5%,HOSPIRA,Approved,AMINO ACIDS,0,0
AMINOSYN II 5%,HOSPIRA,Approved,AMINO ACIDS,0,0
AMINOSYN II 7%,HOSPIRA,Approved,AMINO ACIDS,0,0
AMINOSYN II 8.5%,HOSPIRA,Approved,AMINO ACIDS,0,0
AMINOSYN II 10%,HOSPIRA,Approved,AMINO ACIDS,0,0
POTASSIUM CHLORIDE,SCHERING,Approved,POTASSIUM CHLORIDE,0,0
UNISOM,PFIZER,Approved,DOXYLAMINE SUCCINATE,0,0
NOVOLIN 70/30,NOVO NORDISK INC,Approved,INSULIN RECOMBINANT PURIFIED HUMAN; INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,0,0
SODIUM BICARBONATE IN PLASTIC CONTAINER,ABBOTT,Approved,SODIUM BICARBONATE,0,0
DEXTROSE 25%,HOSPIRA,Approved,DEXTROSE,0,0
DEXTROSE 50%,HOSPIRA,Approved,DEXTROSE,0,0
INSULATARD NPH HUMAN,NOVO NORDISK INC,Approved,INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,0,0
VELOSULIN BR HUMAN,NOVO NORDISK INC,Approved,INSULIN RECOMBINANT PURIFIED HUMAN,0,0
LOPRESSIDONE,NOVARTIS,Approved,CHLORTHALIDONE; METOPROLOL TARTRATE,0,0
DERMA-SMOOTHE/FS,HILL DERMAC,Approved,FLUOCINOLONE ACETONIDE,0,0
DERMOTIC,HILL DERMAC,Approved,FLUOCINOLONE ACETONIDE,0,0
DRIXORAL PLUS,SCHERING PLOUGH,Approved,ACETAMINOPHEN; DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE,0,0
PINDAC,LEO PHARM,Approved,PINACIDIL,0,0
PEPCID,VALEANT PHARMS NORTH,Approved,FAMOTIDINE,0,0
TIMOPTIC IN OCUDOSE,ATON,Approved,TIMOLOL MALEATE,0,0
CARDIZEM SR,BIOVAIL,Approved,DILTIAZEM HYDROCHLORIDE,0,0
E-Z SCRUB 241,BECTON DICKINSON,Approved,POVIDONE-IODINE,0,0
ADALAT,BAYER PHARMS,Approved,NIFEDIPINE,0,0
RENACIDIN,UNITED GUARDIAN,Approved,CITRIC ACID; GLUCONOLACTONE; MAGNESIUM CARBONATE,0,0
DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,ABBOTT,Approved,DEXTROSE; SODIUM CHLORIDE,0,0
DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ABBOTT,Approved,DEXTROSE; SODIUM CHLORIDE,0,0
DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,ABBOTT,Approved,DEXTROSE; SODIUM CHLORIDE,0,0
LACTATED RINGER'S IN PLASTIC CONTAINER,ABBOTT,Approved,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,0,0
DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,ABBOTT,Approved,DEXTROSE; SODIUM CHLORIDE,0,0
IMODIUM A-D,J AND J CONSUMER INC,Approved,LOPERAMIDE HYDROCHLORIDE,0,0
CARDENE,CHIESI USA INC,Approved,NICARDIPINE HYDROCHLORIDE,0,0
VENTOLIN ROTACAPS,GLAXOSMITHKLINE,Approved,ALBUTEROL SULFATE,0,0
CHLORHEXIDINE GLUCONATE,KENDALL IL,Approved,CHLORHEXIDINE GLUCONATE,0,0
AMINOSYN II 3.5% IN PLASTIC CONTAINER,ABBOTT,Approved,AMINO ACIDS,0,0
AMINOSYN-PF 10%,HOSPIRA,Approved,AMINO ACIDS,0,0
AMINOSYN II 3.5% M IN PLASTIC CONTAINER,ABBOTT,Approved,"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",0,0
PARATHAR,SANOFI AVENTIS US,Approved,TERIPARATIDE ACETATE,0,0
LAMPRENE,NOVARTIS,Approved,CLOFAZIMINE,0,0
ROGAINE (FOR MEN),JOHNSON AND JOHNSON,Approved,MINOXIDIL,0,0
ROGAINE (FOR WOMEN),JOHNSON AND JOHNSON,Approved,MINOXIDIL,0,0
TRIAMCINOLONE ACETONIDE,PARNELL,Approved,TRIAMCINOLONE ACETONIDE,0,0
AMINOSYN II 4.25% IN DEXTROSE 25% IN PLASTIC CONTAINER,ABBOTT,Approved,AMINO ACIDS; DEXTROSE,0,0
AMINOSYN II 3.5% IN DEXTROSE 25% IN PLASTIC CONTAINER,ABBOTT,Approved,AMINO ACIDS; DEXTROSE,0,0
AMINOSYN II 3.5% IN DEXTROSE 5% IN PLASTIC CONTAINER,ABBOTT,Approved,AMINO ACIDS; DEXTROSE,0,0
KERLONE,SANOFI AVENTIS US,Approved,BETAXOLOL HYDROCHLORIDE,0,0
AXID,SMITHKLINE BEECHAM,Approved,NIZATIDINE,0,0
PEPCID,MERCK,Approved,FAMOTIDINE,0,0
PEPCID PRESERVATIVE FREE,MERCK,Approved,FAMOTIDINE,0,0
IONOSOL MB AND DEXTROSE 5% IN PLASTIC CONTAINER,HOSPIRA,Approved,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM LACTATE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",0,0
IONOSOL T AND DEXTROSE 5% IN PLASTIC CONTAINER,HOSPIRA,Approved,"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM LACTATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",0,0
IONOSOL B AND DEXTROSE 5% IN PLASTIC CONTAINER,HOSPIRA,Approved,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE; SODIUM LACTATE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",0,0
MS CONTIN,PURDUE PHARMA LP,Approved,MORPHINE SULFATE,0,0
EXTRA-STRENGTH AIM,CHESEBROUGH PONDS,Approved,SODIUM MONOFLUOROPHOSPHATE,0,0
TRAVASOL 2.75% IN DEXTROSE 5% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 2.75% IN DEXTROSE 10% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 2.75% IN DEXTROSE 15% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 2.75% IN DEXTROSE 20% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 2.75% IN DEXTROSE 25% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 4.25% IN DEXTROSE 5% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 4.25% IN DEXTROSE 15% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 4.25% IN DEXTROSE 20% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
TRAVASOL 4.25% IN DEXTROSE 25% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,AMINO ACIDS; DEXTROSE,0,0
POVIDONE IODINE,ALLEGIANCE HLTHCARE,Approved,POVIDONE-IODINE,0,0
CYSTEINE HYDROCHLORIDE,HOSPIRA,Approved,CYSTEINE HYDROCHLORIDE,0,0
FML-S,ALLERGAN,Approved,FLUOROMETHOLONE; SULFACETAMIDE SODIUM,0,0
PEPCID,SALIX PHARMS,Approved,FAMOTIDINE,0,0
HUMULIN BR,LILLY,Approved,INSULIN RECOMBINANT HUMAN,0,0
UCEPHAN,B BRAUN,Approved,SODIUM BENZOATE; SODIUM PHENYLACETATE,0,0
NUTRILIPID 10%,B BRAUN,Approved,SOYBEAN OIL,0,0
NUTRILIPID 20%,B BRAUN,Approved,SOYBEAN OIL,0,0
MYKROX,UCB INC,Approved,METOLAZONE,0,0
INDERAL,WYETH AYERST,Approved,PROPRANOLOL HYDROCHLORIDE,0,0
CIPRO,BAYER HLTHCARE,Approved,CIPROFLOXACIN HYDROCHLORIDE,0,0
ELOCON,MERCK SHARP DOHME,Approved,MOMETASONE FUROATE,0,0
DIDRONEL,MGI PHARMA INC,Approved,ETIDRONATE DISODIUM,0,0
DYNACIRC,SMITHKLINE BEECHAM,Approved,ISRADIPINE,0,0
DIPROLENE AF,MERCK SHARP DOHME,Approved,BETAMETHASONE DIPROPIONATE,0,0
VEPESID,DAVA PHARMS INC,Approved,ETOPOSIDE,0,0
PRINIVIL,MERCK,Approved,LISINOPRIL,0,0
MICRO-K LS,KV PHARM,Approved,POTASSIUM CHLORIDE,0,0
AMINOSYN II 3.5% M IN DEXTROSE 5% IN PLASTIC CONTAINER,ABBOTT,Approved,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",0,0
AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER,ABBOTT,Approved,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",0,0
AMINOSYN II 4.25% M IN DEXTROSE 10% IN PLASTIC CONTAINER,ABBOTT,Approved,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",0,0
AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER,ABBOTT,Approved,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",0,0
AMINOSYN II 5% IN DEXTROSE 25% IN PLASTIC CONTAINER,ABBOTT,Approved,AMINO ACIDS; DEXTROSE,0,0
DERMATOP,VALEANT PHARMS NORTH,Approved,PREDNICARBATE,0,0
THIOLA,MISSION PHARMA,Approved,TIOPRONIN,0,0
HUMULIN U,LILLY,Approved,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,0,0
THALITONE,CASPER PHARMA LLC,Approved,CHLORTHALIDONE,0,0
MEFLOQUINE HYDROCHLORIDE,US ARMY WALTER REED,Approved,MEFLOQUINE HYDROCHLORIDE,0,0
TERAZOL 7,JANSSEN PHARMS,Approved,TERCONAZOLE,0,0
OSMOVIST 190,BAYER HLTHCARE,Approved,IOTROLAN,0,0
OSMOVIST 240,BAYER HLTHCARE,Approved,IOTROLAN,0,0
RELAFEN,SMITHKLINE BEECHAM,Approved,NABUMETONE,0,0
MIXTARD HUMAN 70/30,BAYER PHARMS,Approved,INSULIN RECOMBINANT PURIFIED HUMAN; INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,0,0
VANCENASE AQ,SCHERING,Approved,BECLOMETHASONE DIPROPIONATE MONOHYDRATE,0,0
LARIAM,ROCHE,Approved,MEFLOQUINE HYDROCHLORIDE,0,0
ZANTAC IN PLASTIC CONTAINER,IGI LABS INC,Approved,RANITIDINE HYDROCHLORIDE,0,0
ACTIGALL,ALLERGAN SALES LLC,Approved,URSODIOL,0,0
MAGNEVIST,BAYER HLTHCARE,Approved,GADOPENTETATE DIMEGLUMINE,0,0
OXSORALEN-ULTRA,DOW PHARM,Approved,METHOXSALEN,0,0
MANNITOL 5% IN PLASTIC CONTAINER,HOSPIRA,Approved,MANNITOL,0,0
MANNITOL 10% IN PLASTIC CONTAINER,HOSPIRA,Approved,MANNITOL,0,0
MANNITOL 15% IN PLASTIC CONTAINER,HOSPIRA,Approved,MANNITOL,0,0
MANNITOL 20% IN PLASTIC CONTAINER,HOSPIRA,Approved,MANNITOL,0,0
VOLMAX,MURO,Approved,ALBUTEROL SULFATE,0,0
SILDAFLO,FRANKLIN PHARMS,Approved,SILVER SULFADIAZINE,0,0
VERELAN,RECRO GAINESVILLE,Approved,VERAPAMIL HYDROCHLORIDE,0,0
DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,DOPAMINE HYDROCHLORIDE,0,0
PENETREX,SANOFI AVENTIS US,Approved,ENOXACIN,0,0
PREPIDIL,PHARMACIA AND UPJOHN,Approved,DINOPROSTONE,0,0
ROWASA,MEDA PHARMS,Approved,MESALAMINE,0,0
SFROWASA,MEDA PHARMS,Approved,MESALAMINE,0,0
DEXTROSE 7.7% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE,0,0
DIPRIVAN,FRESENIUS KABI USA,Approved,PROPOFOL,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.037% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.075% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.11% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.15% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.22% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
POTASSIUM CHLORIDE 0.3% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0,0
DEXTROSE 2.5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,B BRAUN,Approved,DEXTROSE; SODIUM CHLORIDE,0,0
