name,manufacturer,approval_status,generic_name,brand_price,generic_price
CERUBIDINE,EUROHLTH INTL SARL,Approved,DAUNORUBICIN HYDROCHLORIDE,0,0
MITOMYCIN,HOSPIRA,Approved,MITOMYCIN,0,0
CEFACLOR,DAVA PHARMS INC,Approved,CEFACLOR,0,0
CLINDAMYCIN PHOSPHATE,RENAISSANCE PHARMA,Approved,CLINDAMYCIN PHOSPHATE,0,0
MITOMYCIN,EUROHLTH INTL SARL,Approved,MITOMYCIN,0,0
NYSTOP,PADDOCK LLC,Approved,NYSTATIN,0,0
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,BAUSCH AND LOMB,Approved,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,0,0
CEFUROXIME SODIUM,FACTA FARMA,Approved,CEFUROXIME SODIUM,0,0
ERYTHROMYCIN,RENAISSANCE PHARMA,Approved,ERYTHROMYCIN,0,0
AMOXICILLIN,APOTHECON,Approved,AMOXICILLIN,0,0
TOBRAMYCIN AND DEXAMETHASONE,BAUSCH AND LOMB,Approved,DEXAMETHASONE; TOBRAMYCIN,0,0
DEXASPORIN,BAUSCH AND LOMB,Approved,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0,0
CLINDETS,PERRIGO,Approved,CLINDAMYCIN PHOSPHATE,0,0
DOXORUBICIN HYDROCHLORIDE,TEVA PHARMS USA,Approved,DOXORUBICIN HYDROCHLORIDE,0,0
AMPHOTERICIN B,ABBOTT,Approved,AMPHOTERICIN B,0,0
NYSTATIN,VISTAPHARM,Approved,NYSTATIN,0,0
MITOMYCIN,ACCORD HLTHCARE,Approved,MITOMYCIN,0,0
AMIKACIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,HOSPIRA,Approved,AMIKACIN SULFATE,0,0
CEFACLOR,WATSON LABS INC,Approved,CEFACLOR,0,0
RIFAMPIN,SANDOZ,Approved,RIFAMPIN,0,0
BACIIM,X GEN PHARMS,Approved,BACITRACIN,0,0
CEFACLOR,RANBAXY,Approved,CEFACLOR,0,0
CLINDAMYCIN PHOSPHATE,FOUGERA,Approved,CLINDAMYCIN PHOSPHATE,0,0
CLINDAMYCIN PHOSPHATE,FOUGERA PHARMS,Approved,CLINDAMYCIN PHOSPHATE,0,0
GENTAK,AKORN,Approved,GENTAMICIN SULFATE,0,0
CEFAZOLIN SODIUM,FRESENIUS KABI USA,Approved,CEFAZOLIN SODIUM,0,0
PAROMOMYCIN SULFATE,SUN PHARM INDS INC,Approved,PAROMOMYCIN SULFATE,0,0
ERYTHROMYCIN,FOUGERA PHARMS,Approved,ERYTHROMYCIN,0,0
CEFUROXIME SODIUM,TEVA PHARMS,Approved,CEFUROXIME SODIUM,0,0
CEFOTAXIME,FRESENIUS KABI USA,Approved,CEFOTAXIME SODIUM,0,0
STREPTOMYCIN SULFATE,X GEN PHARMS,Approved,STREPTOMYCIN SULFATE,0,0
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,ALCON RES LTD,Approved,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,0,0
DAUNORUBICIN HYDROCHLORIDE,TEVA PARENTERAL,Approved,DAUNORUBICIN HYDROCHLORIDE,0,0
COLISTIMETHATE SODIUM,X GEN PHARMS,Approved,COLISTIMETHATE SODIUM,0,0
RIFAMPIN,EUROHLTH INTL SARL,Approved,RIFAMPIN,0,0
DAUNORUBICIN HYDROCHLORIDE,FRESENIUS KABI USA,Approved,DAUNORUBICIN HYDROCHLORIDE,0,0
CEFUROXIME SODIUM,FRESENIUS KABI USA,Approved,CEFUROXIME SODIUM,0,0
GENGRAF,ABBVIE,Approved,CYCLOSPORINE,0,0
CYCLOSPORINE,EUROHLTH INTL SARL,Approved,CYCLOSPORINE,0,0
MINOCYCLINE HYDROCHLORIDE,IMPAX LABS,Approved,MINOCYCLINE HYDROCHLORIDE,0,0
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,AKORN INC,Approved,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,0,0
CEPHALEXIN,SUN PHARM INDS LTD,Approved,CEPHALEXIN,0,0
E-GLADES,RENAISSANCE PHARMA,Approved,ERYTHROMYCIN,0,0
NEO-FRADIN,X GEN PHARMS,Approved,NEOMYCIN SULFATE,0,0
CEFOXITIN,FRESENIUS KABI USA,Approved,CEFOXITIN SODIUM,0,0
TOBRAMYCIN SULFATE,X GEN PHARMS,Approved,TOBRAMYCIN SULFATE,0,0
CEFADROXIL,RANBAXY LABS LTD,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
AMOXICILLIN,SUN PHARM INDS LTD,Approved,AMOXICILLIN,0,0
CYCLOSPORINE,SANDOZ,Approved,CYCLOSPORINE,0,0
CEFADROXIL,RANBAXY,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
BACITRACIN ZINC AND POLYMYXIN B SULFATE,PERRIGO CO TENNESSEE,Approved,BACITRACIN ZINC; POLYMYXIN B SULFATE,0,0
GENTAMICIN SULFATE,PERRIGO CO TENNESSEE,Approved,GENTAMICIN SULFATE,0,0
CYCLOSPORINE,ABBVIE,Approved,CYCLOSPORINE,0,0
TOBRAMYCIN,FERA PHARMS,Approved,TOBRAMYCIN,0,0
CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER,ABBVIE,Approved,CLINDAMYCIN PHOSPHATE,0,0
RIFAMPIN,VERSAPHARM,Approved,RIFAMPIN,0,0
BLEOMYCIN SULFATE,HOSPIRA,Approved,BLEOMYCIN SULFATE,0,0
DOXYCYCLINE,SANDOZ INC,Approved,DOXYCYCLINE,0,0
BLEOMYCIN SULFATE,TEVA PHARMS USA,Approved,BLEOMYCIN SULFATE,0,0
DAUNORUBICIN HYDROCHLORIDE,TEVA PHARMS USA,Approved,DAUNORUBICIN HYDROCHLORIDE,0,0
IDARUBICIN HYDROCHLORIDE PFS,TEVA PHARMS USA,Approved,IDARUBICIN HYDROCHLORIDE,0,0
IDARUBICIN HYDROCHLORIDE,TEVA PARENTERAL,Approved,IDARUBICIN HYDROCHLORIDE,0,0
CYCLOSPORINE,APOTEX,Approved,CYCLOSPORINE,0,0
DOXYCYCLINE,WATSON LABS,Approved,DOXYCYCLINE,0,0
BLEOMYCIN SULFATE,EUROHLTH INTL SARL,Approved,BLEOMYCIN SULFATE,0,0
CEFUROXIME AXETIL,RANBAXY LABS LTD,Approved,CEFUROXIME AXETIL,0,0
CYCLOSPORINE,MAYNE PHARMA,Approved,CYCLOSPORINE,0,0
CEFUROXIME SODIUM,HIKMA FARMACEUTICA,Approved,CEFUROXIME SODIUM,0,0
CEFAZOLIN SODIUM,HIKMA FARMACEUTICA,Approved,CEFAZOLIN SODIUM,0,0
CEFUROXIME,HIKMA FARMACEUTICA,Approved,CEFUROXIME,0,0
CEFOXITIN,EUROHLTH INTL SARL,Approved,CEFOXITIN SODIUM,0,0
DOXYCYCLINE,SUN PHARM INDS LTD,Approved,DOXYCYCLINE,0,0
DOXYCYCLINE,PAR PHARM,Approved,DOXYCYCLINE,0,0
CEFACLOR,WORLD GEN,Approved,CEFACLOR,0,0
CLINDAMYCIN HYDROCHLORIDE,SUN PHARM INDS LTD,Approved,CLINDAMYCIN HYDROCHLORIDE,0,0
MINOCYCLINE HYDROCHLORIDE,TORRENT PHARMA INC,Approved,MINOCYCLINE HYDROCHLORIDE,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
PENICILLIN G SODIUM,SANDOZ,Approved,PENICILLIN G SODIUM,0,0
CEFUROXIME AXETIL,APOTEX,Approved,CEFUROXIME AXETIL,0,0
CEFOTAXIME,HIKMA,Approved,CEFOTAXIME SODIUM,0,0
AMPICILLIN AND SULBACTAM,EUROHLTH INTL SARL,Approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,0,0
CYCLOSPORINE,IVAX SUB TEVA PHARMS,Approved,CYCLOSPORINE,0,0
PENICILLIN G POTASSIUM,SANDOZ,Approved,PENICILLIN G POTASSIUM,0,0
DISPERMOX,RANBAXY LABS LTD,Approved,AMOXICILLIN,0,0
CEFPODOXIME PROXETIL,SUN PHARM INDS LTD,Approved,CEFPODOXIME PROXETIL,0,0
MUPIROCIN,TEVA,Approved,MUPIROCIN,0,0
TOBRAMYCIN,APOTEX INC,Approved,TOBRAMYCIN,0,0
NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC,AKORN,Approved,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
RANICLOR,RANBAXY LABS LTD,Approved,CEFACLOR,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,SANDOZ INC,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
DEMECLOCYCLINE HYDROCHLORIDE,IMPAX LABS,Approved,DEMECLOCYCLINE HYDROCHLORIDE,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA PHARMS USA,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
PANIXINE DISPERDOSE,RANBAXY LABS LTD,Approved,CEPHALEXIN,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,SUN PHARM INDS LTD,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
NEOMYCIN AND POLYMYXIN B SULFATE,X GEN PHARMS,Approved,NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0,0
KANAMYCIN SULFATE,FRESENIUS KABI USA,Approved,KANAMYCIN SULFATE,0,0
ERYTHROMYCIN AND BENZOYL PEROXIDE,TOLMAR,Approved,BENZOYL PEROXIDE; ERYTHROMYCIN,0,0
PIPERACILLIN,ISTITUTO BIO ITA SPA,Approved,PIPERACILLIN SODIUM,0,0
CEFADROXIL,SUN PHARM INDS LTD,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
BACITRACIN,FRESENIUS KABI USA,Approved,BACITRACIN,0,0
CEFUROXIME AXETIL,SUN PHARM INDS LTD,Approved,CEFUROXIME AXETIL,0,0
TOBRAMYCIN SULFATE (PHARMACY BULK),FRESENIUS KABI USA,Approved,TOBRAMYCIN SULFATE,0,0
MUPIROCIN,PERRIGO NEW YORK,Approved,MUPIROCIN,0,0
CEFOTAXIME SODIUM,LUPIN,Approved,CEFOTAXIME SODIUM,0,0
CEFTRIAXONE,LUPIN,Approved,CEFTRIAXONE SODIUM,0,0
CEFUROXIME AXETIL,SANDOZ,Approved,CEFUROXIME AXETIL,0,0
SUPRAX,LUPIN PHARMS,Approved,CEFIXIME,0,0
MINOCYCLINE HYDROCHLORIDE,PAR PHARM,Approved,MINOCYCLINE HYDROCHLORIDE,0,0
CYCLOSPORINE,WOCKHARDT,Approved,CYCLOSPORINE,0,0
CEFUROXIME AXETIL,LUPIN,Approved,CEFUROXIME AXETIL,0,0
CLARITHROMYCIN,SANDOZ,Approved,CLARITHROMYCIN,0,0
CLARITHROMYCIN,IVAX SUB TEVA PHARMS,Approved,CLARITHROMYCIN,0,0
NYSTATIN,GAVIS PHARMS,Approved,NYSTATIN,0,0
CEFAZOLIN SODIUM,SAMSON MEDCL,Approved,CEFAZOLIN SODIUM,0,0
CLARITHROMYCIN,ACTAVIS LABS FL INC,Approved,CLARITHROMYCIN,0,0
CEFACLOR,YUNG SHIN PHARM,Approved,CEFACLOR,0,0
NYSTATIN,VINTAGE PHARMS,Approved,NYSTATIN,0,0
PENICILLIN G POTASSIUM,HANFORD GC,Approved,PENICILLIN G POTASSIUM,0,0
AZITHROMYCIN,TEVA,Approved,AZITHROMYCIN,0,0
CYCLOSPORINE,LUITPOLD,Approved,CYCLOSPORINE,0,0
CEPHALEXIN,YUNG SHIN PHARM,Approved,CEPHALEXIN,0,0
CLARITHROMYCIN,MAYNE PHARMA,Approved,CLARITHROMYCIN,0,0
CLARITHROMYCIN,TEVA,Approved,CLARITHROMYCIN,0,0
DOXYCYCLINE HYCLATE,IVAX SUB TEVA PHARMS,Approved,DOXYCYCLINE HYCLATE,0,0
CEFUROXIME AXETIL,WOCKHARDT,Approved,CEFUROXIME AXETIL,0,0
CYCLOSPORINE,APOTEX INC,Approved,CYCLOSPORINE,0,0
CEFTRIAXONE,SANDOZ,Approved,CEFTRIAXONE SODIUM,0,0
MUPIROCIN,TARO,Approved,MUPIROCIN,0,0
DEMECLOCYCLINE HYDROCHLORIDE,BARR,Approved,DEMECLOCYCLINE HYDROCHLORIDE,0,0
PAROMOMYCIN SULFATE,HERITAGE PHARMS INC,Approved,PAROMOMYCIN SULFATE,0,0
CLARITHROMYCIN,SUN PHARM INDS LTD,Approved,CLARITHROMYCIN,0,0
NYSTATIN,X GEN PHARMS,Approved,NYSTATIN,0,0
AMPICILLIN AND SULBACTAM,HANFORD GC,Approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,0,0
COLISTIMETHATE SODIUM,PADDOCK LLC,Approved,COLISTIMETHATE SODIUM,0,0
CLARITHROMYCIN,ROXANE,Approved,CLARITHROMYCIN,0,0
AZITHROMYCIN,FRESENIUS KABI USA,Approved,AZITHROMYCIN,0,0
CEFTRIAXONE,WOCKHARDT,Approved,CEFTRIAXONE SODIUM,0,0
DOXYCYCLINE HYCLATE,COREPHARMA,Approved,DOXYCYCLINE HYCLATE,0,0
NYSTATIN,UPSHER SMITH,Approved,NYSTATIN,0,0
CLINDAMYCIN PHOSPHATE,TARO PHARM INDS,Approved,CLINDAMYCIN PHOSPHATE,0,0
BLEOMYCIN SULFATE,FRESENIUS KABI USA,Approved,BLEOMYCIN SULFATE,0,0
NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,LUITPOLD,Approved,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0,0
CEFUROXIME AXETIL,ANI PHARMS INC,Approved,CEFUROXIME AXETIL,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,HIKMA PHARMS,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
MUPIROCIN,FOUGERA PHARMS,Approved,MUPIROCIN,0,0
CLINDAMYCIN HYDROCHLORIDE,COREPHARMA,Approved,CLINDAMYCIN HYDROCHLORIDE,0,0
CLARITHROMYCIN,MYLAN,Approved,CLARITHROMYCIN,0,0
CEFTAZIDIME,WOCKHARDT,Approved,CEFTAZIDIME,0,0
CEFOTAXIME,WOCKHARDT,Approved,CEFOTAXIME SODIUM,0,0
CEFOTAXIME SODIUM,WOCKHARDT,Approved,CEFOTAXIME SODIUM,0,0
CEFPROZIL,RANBAXY LABS LTD,Approved,CEFPROZIL,0,0
GRISEOFULVIN,PERRIGO CO TENNESSEE,Approved,"GRISEOFULVIN, MICROSIZE",0,0
BLEOMYCIN SULFATE,PHARMACHEMIE BV,Approved,BLEOMYCIN SULFATE,0,0
NYSTATIN,MAYNE PHARMA INC,Approved,NYSTATIN,0,0
CEFTRIAXONE,SANDOZ INC,Approved,CEFTRIAXONE SODIUM,0,0
CEFPROZIL,TEVA,Approved,CEFPROZIL,0,0
AZITHROMYCIN,SANDOZ,Approved,AZITHROMYCIN,0,0
CLARITHROMYCIN,RANBAXY,Approved,CLARITHROMYCIN,0,0
"NEOMYCIN AND POLYMYXIN B SULFATES, BACITRACIN ZINC AND HYDROCORTISONE",AKORN,Approved,BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0,0
CEFOXITIN AND DEXTROSE IN DUPLEX CONTAINER,B BRAUN,Approved,CEFOXITIN SODIUM,0,0
CEPHALEXIN,HIKMA,Approved,CEPHALEXIN,0,0
NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,LUITPOLD,Approved,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0,0
CLINDAMYCIN HYDROCHLORIDE,ZYDUS PHARMS USA,Approved,CLINDAMYCIN HYDROCHLORIDE,0,0
AZITHROMYCIN,PLIVA,Approved,AZITHROMYCIN,0,0
NEOMYCIN SULFATE,X GEN PHARMS,Approved,NEOMYCIN SULFATE,0,0
RIFAMPIN AND ISONIAZID,HIKMA INTL PHARMS,Approved,ISONIAZID; RIFAMPIN,0,0
AMPICILLIN AND SULBACTAM,ISTITUTO BIO ITA SPA,Approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,0,0
CEFTRIAXONE IN PLASTIC CONTAINER,BAXTER HLTHCARE,Approved,CEFTRIAXONE SODIUM,0,0
CEFAZOLIN SODIUM,HOSPIRA INC,Approved,CEFAZOLIN SODIUM,0,0
CEFTRIAXONE,TEVA PHARMS USA,Approved,CEFTRIAXONE SODIUM,0,0
CEPHALEXIN,LUPIN,Approved,CEPHALEXIN,0,0
CEFTRIAXONE,HOSPIRA INC,Approved,CEFTRIAXONE SODIUM,0,0
CEFPROZIL,SANDOZ,Approved,CEFPROZIL,0,0
CEFPROZIL,TEVA PHARMS,Approved,CEFPROZIL,0,0
CEFOXITIN,HIKMA FARMACEUTICA,Approved,CEFOXITIN SODIUM,0,0
AMPICILLIN AND SULBACTAM,SANDOZ,Approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,0,0
CLINDAMYCIN HYDROCHLORIDE,LANNETT,Approved,CLINDAMYCIN HYDROCHLORIDE,0,0
CEFTRIAXONE,FRESENIUS KABI USA,Approved,CEFTRIAXONE SODIUM,0,0
CEPHALEXIN,ORCHID HLTHCARE,Approved,CEPHALEXIN,0,0
CLARITHROMYCIN,IDT AUSTRALIA LTD,Approved,CLARITHROMYCIN,0,0
CEFUROXIME SODIUM IN PLASTIC CONTAINER,SAMSON MEDCL,Approved,CEFUROXIME SODIUM,0,0
CEPHALEXIN,AUROBINDO PHARMA LTD,Approved,CEPHALEXIN,0,0
AMOXICILLIN,HIKMA,Approved,AMOXICILLIN,0,0
AMOXICILLIN,AUROBINDO,Approved,AMOXICILLIN,0,0
CEFDINIR,LUPIN,Approved,CEFDINIR,0,0
CEFADROXIL,HIKMA,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
CEFPROZIL,LUPIN,Approved,CEFPROZIL,0,0
CEFTRIAXONE,TEVA,Approved,CEFTRIAXONE SODIUM,0,0
AZITHROMYCIN,PLIVA HRVATSKA DOO,Approved,AZITHROMYCIN,0,0
CLARITHROMYCIN,WOCKHARDT,Approved,CLARITHROMYCIN,0,0
CEFPROZIL,ORCHID HLTHCARE,Approved,CEFPROZIL,0,0
CEFTRIAXONE,FACTA FARMA,Approved,CEFTRIAXONE SODIUM,0,0
IDARUBICIN HYDROCHLORIDE,EUROHLTH INTL SARL,Approved,IDARUBICIN HYDROCHLORIDE,0,0
DOXYCYCLINE HYCLATE,LANNETT,Approved,DOXYCYCLINE HYCLATE,0,0
CEFAZOLIN SODIUM,CEPHAZONE PHARMA,Approved,CEFAZOLIN SODIUM,0,0
DOXYCYCLINE HYCLATE,MEDICIS,Approved,DOXYCYCLINE HYCLATE,0,0
DOXYCYCLINE,LANNETT,Approved,DOXYCYCLINE,0,0
AZTREONAM,EUROHLTH INTL SARL,Approved,AZTREONAM,0,0
DOXYCYCLINE HYCLATE,LARKEN LABS,Approved,DOXYCYCLINE HYCLATE,0,0
EPIRUBICIN HYDROCHLORIDE,EUROHLTH INTL SARL,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
CEFOTAXIME SODIUM,HOSPIRA INC,Approved,CEFOTAXIME SODIUM,0,0
AMOXICILLIN,HIKMA PHARMS,Approved,AMOXICILLIN,0,0
CEFTRIAXONE,CEPHAZONE PHARMA,Approved,CEFTRIAXONE SODIUM,0,0
CEFADROXIL,ORCHID HLTHCARE,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
AZITHROMYCIN,WOCKHARDT,Approved,AZITHROMYCIN,0,0
CEFAZOLIN SODIUM,ACS DOBFAR,Approved,CEFAZOLIN SODIUM,0,0
CEFTRIAXONE,AKORN INC,Approved,CEFTRIAXONE SODIUM,0,0
CEFUROXIME AXETIL,AUROBINDO PHARMA LTD,Approved,CEFUROXIME AXETIL,0,0
CEFOXITIN,HOSPIRA INC,Approved,CEFOXITIN SODIUM,0,0
NYSTATIN,VINTAGE,Approved,NYSTATIN,0,0
AMPICILLIN AND SULBACTAM,MUSTAFA NEVZAT ILAC,Approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,APOTEX INC,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
AMOXICILLIN,WOCKHARDT,Approved,AMOXICILLIN,0,0
NYSTATIN,NESHER PHARMS,Approved,NYSTATIN,0,0
AMOXICILLIN,AUROBINDO PHARMA LTD,Approved,AMOXICILLIN,0,0
CEFPROZIL,APOTEX INC,Approved,CEFPROZIL,0,0
CEFTRIAXONE,ACS DOBFAR,Approved,CEFTRIAXONE SODIUM,0,0
CEFDINIR,SANDOZ,Approved,CEFDINIR,0,0
EPIRUBICIN HYDROCHLORIDE,IMPAX LABS INC,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
CEFDINIR,TEVA PHARMS,Approved,CEFDINIR,0,0
EPIRUBICIN HYDROCHLORIDE,EBEWE PHARMA,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
CEFPROZIL,AUROBINDO PHARMA LTD,Approved,CEFPROZIL,0,0
CEFTRIAXONE,HIKMA FARMACEUTICA,Approved,CEFTRIAXONE SODIUM,0,0
CLINDAMYCIN PHOSPHATE,FRESENIUS KABI USA,Approved,CLINDAMYCIN PHOSPHATE,0,0
CEFOTAXIME SODIUM,CEPHAZONE PHARMA,Approved,CEFOTAXIME SODIUM,0,0
CEFADROXIL,AUROBINDO,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
CEFACLOR,HIKMA,Approved,CEFACLOR,0,0
CEFADROXIL,AUROBINDO PHARMA,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
GRISEOFULVIN,IVAX SUB TEVA PHARMS,Approved,"GRISEOFULVIN, MICROSIZE",0,0
CEFUROXIME AXETIL,ORCHID HLTHCARE,Approved,CEFUROXIME AXETIL,0,0
AZITHROMYCIN,MYLAN,Approved,AZITHROMYCIN,0,0
EPIRUBICIN HYDROCHLORIDE,CIPLA LTD,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
PIPERACILLIN AND TAZOBACTAM,SANDOZ,Approved,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,0,0
COLISTIMETHATE SODIUM,FRESENIUS KABI USA,Approved,COLISTIMETHATE SODIUM,0,0
CEFEPIME HYDROCHLORIDE,HOSPIRA INC,Approved,CEFEPIME HYDROCHLORIDE,0,0
CEFPODOXIME PROXETIL,AUROBINDO PHARMA,Approved,CEFPODOXIME PROXETIL,0,0
EPIRUBICIN HYDROCHLORIDE,MYLAN INSTITUTIONAL,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
POLYMYXIN B SULFATE,FRESENIUS KABI USA,Approved,POLYMYXIN B SULFATE,0,0
CEFOTETAN,FRESENIUS KABI USA,Approved,CEFOTETAN DISODIUM,0,0
DOXYCYCLINE,MYLAN,Approved,DOXYCYCLINE,0,0
MYCOPHENOLATE MOFETIL,SANDOZ,Approved,MYCOPHENOLATE MOFETIL,0,0
SUPRAX,LUPIN LTD,Approved,CEFIXIME,0,0
CEFPROZIL,AUROBINDO PHARMA,Approved,CEFPROZIL,0,0
CLARITHROMYCIN,APOTEX CORP,Approved,CLARITHROMYCIN,0,0
ERYTHROMYCIN AND BENZOYL PEROXIDE,LYNE,Approved,BENZOYL PEROXIDE; ERYTHROMYCIN,0,0
PIPERACILLIN AND TAZOBACTAM,HOSPIRA INC,Approved,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,0,0
CEFPODOXIME PROXETIL,ORCHID HLTHCARE,Approved,CEFPODOXIME PROXETIL,0,0
DEMECLOCYCLINE HYDROCHLORIDE,VERSAPHARM,Approved,DEMECLOCYCLINE HYDROCHLORIDE,0,0
RIFAMPIN,LANNETT,Approved,RIFAMPIN,0,0
CEFADROXIL,LUPIN,Approved,CEFADROXIL/CEFADROXIL HEMIHYDRATE,0,0
GRISEOFULVIN,ACTAVIS MID ATLANTIC,Approved,"GRISEOFULVIN, MICROSIZE",0,0
CEFAZOLIN SODIUM,AUROBINDO PHARMA,Approved,CEFAZOLIN SODIUM,0,0
VANCOMYCIN HYDROCHLORIDE,MYLAN LABS LTD,Approved,VANCOMYCIN HYDROCHLORIDE,0,0
AZITHROMYCIN,LUPIN LTD,Approved,AZITHROMYCIN,0,0
VANCOMYCIN HYDROCHLORIDE,AMNEAL PHARMS CO,Approved,VANCOMYCIN HYDROCHLORIDE,0,0
AMPICILLIN AND SULBACTAM,ACS DOBFAR,Approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,0,0
TOBRAMYCIN SULFATE,MYLAN LABS LTD,Approved,TOBRAMYCIN SULFATE,0,0
EPIRUBICIN HYDROCHLORIDE,FRESENIUS KABI USA,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
CEFPODOXIME PROXETIL,AUROBINDO PHARMA LTD,Approved,CEFPODOXIME PROXETIL,0,0
MYCOPHENOLATE MOFETIL,ROXANE,Approved,MYCOPHENOLATE MOFETIL,0,0
EPIRUBICIN HYDROCHLORIDE,FRESENIUS KABI ONCOL,Approved,EPIRUBICIN HYDROCHLORIDE,0,0
CEFOXITIN,ACS DOBFAR,Approved,CEFOXITIN SODIUM,0,0
MYCOPHENOLATE MOFETIL,ACCORD HLTHCARE,Approved,MYCOPHENOLATE MOFETIL,0,0
CEFDINIR,ORCHID HLTHCARE,Approved,CEFDINIR,0,0
AZITHROMYCIN,TEVA PHARMS,Approved,AZITHROMYCIN,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,WOCKHARDT EU OPERATN,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
RIFAMPIN,MYLAN LABS LTD,Approved,RIFAMPIN,0,0
DEMECLOCYCLINE HYDROCHLORIDE,AMNEAL PHARM,Approved,DEMECLOCYCLINE HYDROCHLORIDE,0,0
CEFPROZIL,WOCKHARDT,Approved,CEFPROZIL,0,0
CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER,B BRAUN,Approved,CEFOTETAN DISODIUM,0,0
AMOXICILLIN AND CLAVULANATE POTASSIUM,WOCKHARDT,Approved,AMOXICILLIN; CLAVULANATE POTASSIUM,0,0
MYCOPHENOLATE MOFETIL,ZYDUS PHARMS USA INC,Approved,MYCOPHENOLATE MOFETIL,0,0
CEFDINIR,AUROBINDO PHARMA,Approved,CEFDINIR,0,0
PENICILLIN V POTASSIUM,AUROBINDO PHARMA,Approved,PENICILLIN V POTASSIUM,0,0
MINOCYCLINE HYDROCHLORIDE,DR REDDYS LABS LTD,Approved,MINOCYCLINE HYDROCHLORIDE,0,0
GRISEOFULVIN,VINTAGE PHARMS,Approved,"GRISEOFULVIN, MICROSIZE",0,0
AZTREONAM,FRESENIUS KABI USA,Approved,AZTREONAM,0,0
IDARUBICIN HYDROCHLORIDE,FRESENIUS KABI USA,Approved,IDARUBICIN HYDROCHLORIDE,0,0
CEFEPIME HYDROCHLORIDE,ACS DOBFAR,Approved,CEFEPIME HYDROCHLORIDE,0,0
CLINDAMYCIN HYDROCHLORIDE,AUROBINDO PHARMA,Approved,CLINDAMYCIN HYDROCHLORIDE,0,0
CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,MYLAN PHARMS INC,Approved,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,0,0
